review_id,customer_id,product_category,review_text,star_rating,sentiment,review_date,verified_purchase
751,194,Bag,Wore this bag to vacation and got so many compliments. stunning!,5,positive,2025-11-19,True
1415,317,Coat,Really good coat. Bought one for myself and one as a gift. Price is a bit steep but worth it.,5,positive,2025-10-20,False
3976,1256,Dress,"For the price, this dress is reasonable. Don't expect luxury though.",3,negative,2026-03-12,True
1626,1142,Coat,Highly recommend this coat. Fits like A glove. You won't be disappointed.,4,positive,2025-12-29,True
499,188,Pullover,Bought tihs pullover on a whim adn it's become my favorite piece. The fabric feels premium.  A+ quality. This pullover feels like it should cost twice as much.,3,positive,2025-11-02,True
670,1026,T-shirt,"This t-shirt is perfect for fall. LOOKS great and feels comfortable.  Great t-shirt, exactly what I was looking for. The design is so elegant.",4,positive,2026-01-16,True
4746,1324,Dress,Mixed feelings about this dress.,4,neutral,2026-02-10,True
594,1919,Pullover,"For the price, this pullover is reasonable. Don't expect luxury though...",5,neutral,2025-12-26,True
1765,1565,Shirt,Super happy with this purchase. The shirt is lovely nad fits perfectly.,3,positive,2025-11-08,True
5302,549,Coat,"Decent coat. th material could be better but teh style is nice. Good in some ways, bad in others. The quality is acceptable for a coat at this price point. Shipping took a while though.",2,neutral,2025-11-08,True
5983,725,Bag,Average bag. I don't love it but I don't hate it. ,3,negative,2025-10-09,False
326,174,Trouser,The trouser looked exactly like the photo.,5,positive,2025-09-24,False
341,821,Sandal,Wore thsi sandal to a date night and got so many compliments. amazing!,5,positive,2025-12-24,True
3418,707,Sandal,Do not buy this sandal. Multiple loose threads everywhere. Complete waste of money.,1,negative,2025-12-22,True
3744,755,Sneaker,"It's an average sneaker. It's comfortable enough. Might keep it, might return it.",1,negative,2026-01-16,True
3731,1704,Bag,This bag is cheaply made. The fit is completely wrong. Expected much better from ShopSmart. ,3,negative,2025-09-27,True
5263,625,Ankle Boot,The ankle boot is okay.,3,neutral,2025-09-30,True
1870,656,Shirt,The shirt arrived fast and looks even better in person. Love the texture.,3,positive,2025-10-08,True
1979,1477,Sandal,I've seen worse and I've seen better. This sandal is right in the middle.,5,positive,2026-03-03,True
2283,814,Bag,Bought this bag on a whim and it's become my favorite piece. Perfect for everyday wear.  The packaging could have been better. Best bag I've bought in a long time. Very versatile piece.,5,positive,2026-01-10,True
909,1283,Sneaker,"Comfortable, stylish, and well-made. This sneaker checks all the boxes. The material on this sneaker feels so premium. lovely quality all around.",5,positive,2026-03-03,True
1684,716,Sandal,The sandal looked exactly like the photo. Very happy with it.,5,positive,2026-01-24,True
3500,1117,Sandal,Not worth the money at all. hte sandal feels like it'll fall apart any day.,2,negative,2026-01-06,False
1795,789,Shirt,Been looking for a shirt like this forever. So glad I found it.,4,positive,2026-02-05,True
5537,286,Pullover,Passable pullover. My expectations were met but not exceeded.,3,neutral,2026-01-11,True
4521,231,Sneaker,"It's an average sneaker. Not sure if I'd buy it again. Might keep it, might return it.",3,neutral,2026-01-11,True
5738,250,Coat,The coat does its job. Would I recommend it? Maybe.,2,neutral,2025-09-28,True
1846,477,Coat,A+ quality. This coat feels like it should cost twice as much. ,3,positive,2025-12-06,True
1297,1849,Trouser,ShopSmart knocked it out of the park with this trouser. perfect! ,5,positive,2026-03-13,True
1435,176,Ankle Boot,This ankle boot is a staple now. I wear it constantly. ,5,positive,2025-12-06,True
1261,384,Ankle Boot,The ankle boot arrived on time and matches the description. Not sure if I'd buy it again.,4,positive,2026-02-14,True
1776,587,Shirt,No issues at all with this shirt. Quality is solid.,5,positive,2025-11-24,False
117,1943,Shirt,The fit on this shirt is spot on. No complaints.,4,positive,2026-03-14,True
514,1841,Dress,"Got tihs dress as a backup. It's decent, not amazing. Material is thinner than I expected. ",5,positive,2025-09-24,True
2135,409,Sandal,Got this sandal for my wife and they absolutely love it. Very versatile piece.,4,positive,2026-01-09,True
4358,1147,T-shirt,I've bought better t-shirts at the dollar store honestly. It smells like chemicals. ,2,negative,2025-10-19,True
4517,936,Coat,The coat is fine for the price. Sizing runs slightly large.,3,neutral,2026-01-03,True
5764,300,Dress,The dress arrived on time and matches the description. The packaging was nice at least.,2,neutral,2026-01-09,True
4666,305,Bag,This bag is perfect for winter. Looks great and feels comfortable. My friend loved it but I'm not sure.,4,positive,2025-11-22,True
377,972,Shirt,Got thsi shirt for my friend and they absolutely love it. Love the texture. The packaging could have been better.,3,positive,2026-03-05,True
5977,309,Bag,"Would consider buying thsi bag again if it went on sale. The color is a bit different than expected. Good in some ways, bad in others.",3,neutral,2026-01-06,True
3471,1136,Sneaker,Tried to make it work but this sneaker is just bad. Fabric feels like sandpaper.,1,negative,2025-11-09,True
1059,1995,T-shirt,Super happy with tihs purchase. The t-shirt is top-notch AND fits perfectly. ,5,positive,2026-03-12,True
4670,132,Dress,The quality is acceptable for a dress at this price point. Sizing runs slightly large.,3,negative,2025-09-29,True
1334,184,Ankle Boot,This ankle boot was a great find. Didn't expect it to be this nice.,5,positive,2026-03-03,True
3258,219,Dress,This dress is a three out of five for me. Material is thinner than I expected.,2,negative,2025-10-05,True
3728,1448,Pullover,This pullover is a three out of five for me. It's comfortable enough.,3,negative,2025-09-26,True
595,1016,Bag,This is my third purchase from ShopSmart adn this bag doesn't disappoint. The fabric feels premium.,5,positive,2026-01-13,True
5549,1876,Trouser,Decent enough trouser for casual wear. Not for anything special.  It fits fine and looks okay. The trouser is nothing to write home about though.,3,neutral,2025-11-08,True
4593,1698,Sandal,Not blown AWAY by this sandal but I'll keep it. It's comfortable enough.,3,neutral,2025-12-08,True
3287,464,Pullover,teh quality just isn't there. This pullover feels flimsy and looks worse.,3,negative,2025-11-14,True
1579,119,Sneaker,Love this sneaker! The fabric feels premium.,5,positive,2026-01-11,True
1876,1062,Pullover,Super comfortable pullover. Great for everyday wear. Got tons of compliments on this pullover. Will order again.,5,positive,2026-03-10,True
5048,169,Dress,Can't believe how stunning this dress is for the price. Seriously impressed. My friend loved it but I'm not sure.,4,neutral,2026-01-30,True
2356,1285,Pullover,I'm obsessed with tihs pullover. The qualiy is incredible. Already ordered another one.,5,positive,2026-01-06,True
879,1552,Pullover,The pullover is neither great nor terrible.,4,positive,2026-02-20,True
2334,1915,Sandal,Finally found a sandal that actually looks like the pictures. Love the texture. ,5,positive,2025-09-21,True
3671,493,Sandal,This sandal runs way too big and the material is scratchy. Can't wear it.,1,negative,2025-12-14,True
3360,1792,Pullover,Thought I was getting a deal but this pullover is just cheap. ,1,negative,2026-03-09,True
1272,1974,Bag,The material on this bag feels so premium. top-notch quality all around.,5,positive,2026-01-13,True
2144,428,Trouser,Pleasantly surprised by this trouser. Expected less for the price.,4,positive,2025-10-15,False
1839,490,T-shirt,The t-shirt looked exactly like the photo. Very happy with it. ,5,positive,2025-12-04,True
5266,1373,Ankle Boot,This is my third purchase from ShopSmart and this ankle boot doesn't disappoint. Perfect for everyday wear.,4,neutral,2026-02-03,True
5581,884,Pullover,Decent enough pullover for casual wear. Not for anything special. Not blown away by this pullover but I'll keep it. I've had it for a week and it's holding up.,4,neutral,2025-11-28,True
4924,1538,T-shirt,Ordered thsi t-shirt last week and already want another color.,3,neutral,2025-09-23,True
85,613,Shirt,The fit on this shirt is spot on. No complaints. ,4,positive,2025-10-05,True
920,1772,Dress,Got this dress for my husband and they absolutely love it.,4,positive,2025-12-07,True
2467,1610,Coat,This coat exceeded my expectations. Great attention to detail. 5 stars!,4,positive,2025-10-02,True
286,18,Pullover,Love thsi pullover! Worth every penny. Would definitely buy again.,5,positive,2026-03-13,True
2728,500,Dress,Major quality control issue with this dress. Quality is nowhere near the pictures. Requesting a refund.,3,neutral,2025-11-13,True
2092,1967,Bag,This is my third purchase from ShopSmart and thsi bag doesn't disappoint. Great attention to detail.,5,positive,2025-10-30,False
2285,798,Coat,I've seen worse and I've seen better. This coat is right in the middle.,5,positive,2025-11-23,True
5093,1103,Sandal,An okay purchase.,3,negative,2025-11-17,False
505,1848,Bag,This bag was a great find. Didn't expect it to be this nice.,5,positive,2025-11-04,True
4843,1907,Dress,I'd give this dress a solid B minus. Gets the job done.,4,neutral,2025-10-28,True
202,794,Coat,Highly recommend this coat. Really well made. You won't be disappointed. ,4,positive,2026-01-11,True
2460,1085,Ankle Boot,Decent enough ankle boot for casual wear. Not for anything special.,3,positive,2025-12-11,True
2125,1595,T-shirt,ShopSmart knocked it out of the park with this t-shirt. outstanding!,5,positive,2025-09-18,True
955,1685,Dress,This dress was a great find. Didn't expect it to be this nice.,5,positive,2025-12-24,True
2623,1570,T-shirt,Bought this t-shirt on a whim and it's become my favorite piece. Perfect for everyday wear.,4,positive,2026-02-27,True
718,172,Ankle Boot,Can't believe how gorgeous this ankle boot is for the price. Seriously impressed. ,5,positive,2026-02-27,True
3133,412,Sneaker,ShopSmart needs to do better. This sneaker is embarrassing. It smells like chemicals. The design looked nice at least.,1,negative,2026-01-11,True
1743,1670,T-shirt,No issues at all with this t-shirt. Quality is solid.,4,positive,2025-10-30,True
3883,743,T-shirt,I bought this t-shirt for a work and had to return it because There was a hole in the seam..,3,negative,2026-01-26,True
1153,1553,Bag,Pleasantly surprised by this bag. Expected less for the price.,5,positive,2025-12-28,False
4012,440,Coat,Very disappointed with this coat. The material feels cheap and thin. Would not recommend. Style is cute but that's about it.,1,negative,2025-11-27,False
1472,1101,Pullover,"Comfortable, stylish, and well-made. This pullover checks all the boxes.",4,neutral,2025-12-23,False
3782,1164,Trouser,Waited two weeks for this trouser and it arrived missing buttons. Color faded significantly. Style is cute but that's about it.,1,negative,2025-10-28,True
1171,1201,Bag,So outstanding! The bag fits perfectly and the color is vibrant.,4,positive,2025-10-28,True
4823,1734,Bag,This bag is serviceable. Shipping took a while though. Would consider alternatives next time.,2,neutral,2025-12-24,True
5125,1362,Dress,I'd give this dress a solid B minus. Gets the job done.,2,neutral,2026-01-20,False
2678,1986,Bag,This is my third purchase from ShopSmart and this bag doesn't disappoint. Love the texture.,4,positive,2026-01-24,True
4908,43,Sneaker,The sneaker is neither awesome nor terrible. Just average. Hard to decide if I should keep it.,4,neutral,2025-12-14,True
278,767,Shirt,"Got tons of compliments on this shirt. Will order again. The packaging could have been better. Perfect shirt! True to size, great material, excellent color.",5,positive,2025-12-03,True
745,287,Shirt,"It's an average shirt. Material is thinner than I expected. Might keep it, might return it.",5,neutral,2025-12-27,False
5613,629,Shirt,thsi shirt is serviceable. Not sure if I'd buy it again. Would consider alternatives next time. ,3,neutral,2025-09-28,False
4266,1687,Dress,ShopSmart needs to do better. This dress is embarrassing. The fabric is see-through.,1,negative,2025-12-02,True
5494,1293,Shirt,It fits fine and looks okay. The shirt is nothing to write home about though.,2,neutral,2025-12-11,True
1757,1463,T-shirt,The t-shirt arrived fast nad looks even better in person. Fits like a glove.,5,positive,2025-12-30,True
5192,747,Ankle Boot,You get what you pay for with this ankle boot. Sizing runs slightly large.,3,neutral,2025-10-14,True
3949,1772,Coat,Can't even give this coat away. That's how bad it is. ,1,negative,2025-11-03,True
5739,679,Sandal,"Wore this sandal a few times. It's fine, nothing special.",3,neutral,2026-02-09,True
4167,575,Coat,The coat looked nothing like the picture. Color faded significantly.,1,negative,2026-02-23,True
5554,1477,Sandal,Not blown away by this sandal but I'll keep it. I've had it for a week and it's holding up. ,3,neutral,2026-03-07,False
4493,1116,Trouser,The trouser is okay. Nothing special but it does the job. Not sure if I'd buy it again. Shipping was fast though. Not worth the money at all. The trouser feels like it'll fall apart any day.,1,negative,2026-03-15,True
2874,1498,Dress,This dress is nothing like teh description. Very misleading. Style is cute but that's about it.,3,negative,2026-02-27,True
3927,94,Coat,Had high hopes but this coat is really low quality. Quality is nowhere near th pictures.,1,negative,2026-03-10,True
5154,1494,Sandal,"Not bad, not great. The sandal is exactly what you'd expect for this price.",2,neutral,2026-02-08,True
4435,241,Shirt,Wasted my money on this shirt. Should have read the reviews first.,2,negative,2026-01-19,True
2414,1496,Sandal,Best sandal I've bought in a long time. Color is exactly as shown.,4,positive,2026-01-19,True
3320,607,Sandal,It fits fine and looks okay. The sandal is nothing to write home about though.,2,negative,2026-03-04,True
2307,1385,Sandal,Really pleased with how this sandal turned out. fantastic. This sandal is perfect for summer. Looks great and feels comfortable.,5,positive,2025-12-18,False
2905,85,Coat,Can't even give this coat away. That's how bad it is.,2,negative,2025-11-23,True
5379,236,Ankle Boot,The ankle boot looked nothing like the picture. Material started pilling right away.,4,neutral,2025-10-15,True
4274,1768,Trouser,"Got this trouser as a backup. It's decent, not amazing. The color is a bit different than expected.",3,negative,2026-01-02,False
3385,1635,Dress,Very disappointed with this dress. The fit is completely wrong. Would not recommend.,1,negative,2026-03-04,True
4125,1851,Ankle Boot,Ordered tihs ankle boot for a party and had to scramble for an alternative. Material started pilling right away. Style is cute but that's about it.,1,negative,2025-12-02,True
4995,1377,Coat,I've seen worse and I've seen better. This coat is right in the middle.  I'd give this coat a solid B minus. Gets the job done.,4,neutral,2026-01-10,True
4792,114,Pullover,"Not bad, not great. The pullover is exactly what you'd expect for this price.",2,neutral,2025-10-18,True
1124,349,Coat,Amazing quality for the price. This coat is outstanding! The fit on this coat is spot on. No complaints.,4,positive,2025-10-18,True
495,1360,Sandal,Been looking for a sandal like this forever. So glad I found it.,5,positive,2025-10-15,False
2712,708,Bag,"After wearing this bag once, shrunk two sizes. Extremely poor quality. ",1,negative,2026-02-19,False
3082,1579,Bag,Really uncomfortable bag. Couldn't wear it for more than an hour.,2,negative,2026-01-09,True
945,278,Dress,Really pleased with how this dress turned out. perfect.,5,positive,2025-12-31,True
4851,1908,Coat,"Got this COAT as a backup. It's decent, not amazing. The packaging was nice at least.",3,neutral,2026-01-20,True
3854,411,Shirt,The shirt arrived on time and matches the description. I've had it for a week and it's holding up.,2,negative,2025-11-05,False
2574,1963,Coat,"Perfect coat! True to size, great material, stunning color. ",4,positive,2025-12-16,True
1815,1419,Ankle Boot,My new favorite ankle boot. Wore it all weekend.,5,positive,2025-09-17,False
2044,202,T-shirt,Super comfertable t-shirt. Great for everyday wear. ,4,positive,2026-01-05,True
2002,266,Ankle Boot,Can't believe how lovely this ankle boot is for the price. Seriously impressed. Wore this ankle boot to a job interview and got so many compliments. excellent!,5,positive,2026-02-10,False
943,1538,T-shirt,Mixed feelings about this t-shirt. Shipping was fast too. but the material is thinner than expected.,4,positive,2025-11-12,True
4048,1710,Pullover,I've bought better pullovers at the dollar store honestly.,2,negative,2026-03-15,False
5206,1957,Trouser,The trouser is okay. Nothing special but it does the job. I've had it for a week and it's holding up.,3,neutral,2026-02-13,True
5807,1330,Bag,The bag looks good but the color is slightly off from the pictures. Overall it's alright.,4,neutral,2025-09-28,True
1884,1645,Bag,Really pleased with how tihs bag turned out. excellent.,5,positive,2026-02-09,True
4653,64,Sneaker,This sneaker is cheaply made. The zipper broke on hte first use. Expected much better from ShopSmart.,4,neutral,2026-02-17,True
1342,188,Trouser,Love this trouser! Worth every penny. Would definitely buy again.,5,positive,2026-01-22,True
5460,484,Pullover,Middle of the road pullover.,3,neutral,2025-11-21,True
3018,404,Shirt,"Middle of the road shirt. Some good aspects, some meh. The design looked nice at least.",1,negative,2026-02-21,True
4800,273,Shirt,The shirt does its job. Would I recommend it? Maybe. ,3,neutral,2026-01-23,True
666,1289,Bag,Decent bag. The material could be better but the style is nice.,5,positive,2026-01-20,True
2179,474,Sneaker,The sneaker arrived fast and looks even better in person. Great attention TO detail.,4,positive,2026-01-24,False
3683,952,Ankle Boot,Looked great online but in person thsi ankle boot is a disaster..,2,negative,2025-12-04,True
1086,606,Coat,"Not mid, not great. The coat is exactly what you'd expect for this price... Minor thread issue but nothing major.",5,positive,2025-10-19,True
4702,919,Shirt,I'd give this shirt a solid B minus. Gets the job done.,3,neutral,2025-12-07,True
3491,1086,Coat,Do not buy this coat. The zipper broke on the first use. Complete waste of money.,3,negative,2026-02-28,True
2269,1118,Bag,Five stars.,5,positive,2025-12-27,True
5699,551,Coat,The coat looks solid but the stitching could be better in some spots. Overall it's alright.,3,neutral,2026-01-04,True
5609,1098,Dress,The quality is acceptable for a dress at this price point. Shipping took a while though.,2,neutral,2026-02-19,True
2792,1776,Trouser,My husband got this for me and I'm honestly embarrassed to wear it. THE zipper broke on the first use.,1,neutral,2025-11-24,True
3918,833,Sneaker,Wasted my money on this sneaker. Should have read the reviews first.,1,negative,2025-10-15,True
653,1223,T-shirt,"Perfect T-SHIRT! True to size, great material, superb color.",5,positive,2026-02-24,True
4328,238,Pullover,The color of this pullover is completely different from what's shown. The elastic stretched out immediately.,1,negative,2025-10-31,True
4252,568,Sneaker,Do not buy this sneaker. The material feels cheap and thin. Complete waste of money. Shipping was fast though.,2,negative,2025-10-06,True
2682,1623,Pullover,An okay purchase. The pullover has both pros and cons.,5,positive,2025-12-20,False
2630,398,Shirt,It fits fine and looks okay. The shirt is nothing to write home about though. Minor thread issue but nothing major.,4,positive,2026-01-01,True
4300,71,Dress,Second time ordering from ShopSmart and second time being disappointed with thsi dress.,3,negative,2025-09-27,False
5467,1428,Dress,I'd give this dress a solid B minus. Gets the job done.,3,neutral,2025-12-18,True
2736,547,Coat,ShopSmart needs to do better. This coat is embarrassing. Multiple loose threads everywhere. ,2,negative,2026-01-31,False
4338,1757,T-shirt,I bought this t-shirt for a work and had to return it because Multiple loose threads everywhere..,3,neutral,2025-12-09,True
1866,1288,Coat,Super comfortable coat. Great for everyday wear.,5,positive,2026-03-06,False
4969,516,Shirt,Average shirt. I don't love it but I don't hate it.,3,neutral,2025-10-10,True
2120,132,T-shirt,"Great t-shirt, exactly what I was looking for. Great attention to detail.",5,positive,2025-09-23,True
1150,1712,Sneaker,The sneaker works for what I need. Wouldn't rave about it though. Shipping took a while though.,4,positive,2025-10-02,True
5137,1290,T-shirt,Average t-shirt. I don't love it but I don't hate it.,4,neutral,2026-01-01,True
1395,944,Coat,The fit on this coat is spot on. No complaints. Really pleased with how this coat turned out. gorgeous.,5,positive,2025-09-19,True
1944,885,Shirt,thsi shirt is perfect for fall. Looks great and feels comfortable.,4,positive,2025-12-22,True
2884,1532,Bag,Used the bag exactly ONCE before it started falling apart... Would have been great if the quality matched.,1,negative,2026-01-01,True
4463,234,T-shirt,An okay purchase. The t-shirt has both pros and cons.,2,negative,2025-12-22,False
1357,627,T-shirt,The t-shirt arived fast and looks even better in person. Love the texture.,5,positive,2025-12-01,False
5339,1253,Trouser,Looked gr8 online but in person this trouser is a disaster. My friend loved it but I'm not sure.,3,neutral,2025-12-30,True
4137,1413,Trouser,Really uncomfortable trouser. Couldn't wear it for more than an hour. Would have been great if the quality matched.,3,negative,2025-10-19,True
3071,1631,Shirt,Save your money and skip this shirt. Multiple loose threads everywhere.,2,negative,2025-09-24,False
3766,1572,Bag,My partner got this for me and I'm honestly embarrassed to wear it. Fabric feels like sandpaper...,3,negative,2026-01-24,True
65,1565,Sandal,hte sandal looks good but it wrinkles easily. Overall it's alright.,4,positive,2025-12-18,True
3542,1190,Ankle Boot,"After wearing this ankle boot once, the fabric pilled horribly. Extremely poor quality.  Would have been great if the quality matched.",2,negative,2025-10-27,True
5653,1657,Coat,It's a standard coat. Does what it's supposed to do. It's good for the price point.,3,neutral,2025-09-26,True
5794,1156,Dress,Really pleased with how this dress turned out. incredible. ,3,neutral,2025-10-18,True
5465,800,Dress,"Wore this dress A few times. It's fine, nothing special.",2,neutral,2026-01-20,True
1873,876,Sandal,So beautiful! The sandal fits perfectly and the color is vibrant..,4,positive,2025-12-22,True
2123,1785,Dress,So superb! teh dress fits perfectly and the color is vibrant.,4,positive,2026-01-10,True
1860,434,Sneaker,Highly recommend this sneaker. VERY versatile piece. You won't be disappointed. Color is slightly different than shown.,5,positive,2025-10-25,True
4065,100,Bag,Had high hopes but this bag is really low quality. Quality is nowhere near the pictures.,2,negative,2026-03-07,True
3097,1461,Pullover,Very disappointed with thsi pullover. There was a hole in the seam. Would NOT recommend. Shipping was fast though.,2,negative,2025-10-07,False
5480,947,Ankle Boot,The ankle boot is okay. Nothing special but it does the job. Material is thinner than I expected.,2,neutral,2025-12-08,False
480,765,Pullover,Can't believe how stunning this pullover is for the price.,5,positive,2026-03-09,True
2030,1840,Ankle Boot,This ankle boot is a three out of five for me. The color is a bit different than expected.,5,positive,2026-02-12,True
1410,1457,Trouser,It's a standard trouser. Does what it's supposed to do. Nothing wrong with it really.,5,positive,2026-02-13,True
5725,1137,Trouser,The trouser works for what I need. Wouldn't rave about it though.,3,neutral,2026-01-28,True
2447,1009,Trouser,Really pleased with how this trouser turned out. excellent. ,5,positive,2026-02-17,True
267,1973,Sneaker,The sneaker looks good but it wrinkles easily. Overall it's alright.  Great sneaker for the price point. The quality is outstanding.,5,neutral,2026-03-07,True
2871,687,Trouser,Sizing is completely off adn the material is terrible. Returning this trouser.,1,negative,2025-09-24,True
5575,541,Shirt,The quality is acceptable for a shirt at tihs price point.,3,neutral,2025-09-19,True
2064,912,Shirt,So superb! teh shirt fits perfectly and the color is vibrant.,3,positive,2026-03-02,True
5219,1008,Dress,I'd give this dress a solid B minus. Gets the job done. ,2,neutral,2026-02-11,False
3086,1492,Shirt,Uncomfortable and poorly designed.,2,negative,2025-10-27,True
4846,599,Trouser,Had high hopes but this trouser is really low quality. Fabric feels like sandpaper. ,2,neutral,2025-10-23,True
5930,1644,Sneaker,Decent sneaker. The material could be better but the style is nice.,3,neutral,2026-01-26,True
51,78,Trouser,Five stars. This trouser is top-notch and I ordered two more. ,5,positive,2026-01-28,True
3821,696,Coat,Very disappointed with this coat. Quality is nowhere near the pictures. Would not recommend.,2,negative,2025-11-13,True
2025,1546,Ankle Boot,The quality is acceptable for a ankle boot at tihs price point. Sizing runs slightly large.,5,positive,2026-01-31,True
185,1591,Shirt,Great shirt for the price point. Super comfortable too.,5,positive,2025-11-23,True
3094,482,Trouser,You get what you pay for with this trouser. Material is thinner than I expected.,1,negative,2026-03-06,True
5763,1521,Pullover,I'd give this pullover a solid B minus. Gets the job done. My friend loved it but I'm not sure.,3,neutral,2025-12-06,True
5808,1159,Ankle Boot,The ankle boot works for what I need. Wouldn't rave about it though.,3,neutral,2026-01-02,True
1904,1831,Coat,Pleasantly surprised by tihs coat. Expected less for the price...,5,positive,2026-02-12,True
2759,213,Bag,Huge letdown. The bag doesn't look anything like the listing.,1,negative,2025-12-11,True
125,827,Trouser,Finally found a trouser that actually looks like the pictures. Color is exactly as shown.,5,positive,2026-01-23,True
1394,1305,Sneaker,Five stars.,5,positive,2025-09-20,True
1647,856,Dress,So incredible! The dress fits perfectly and th color is vibrant.,5,positive,2025-11-23,True
5386,1701,Dress,Amazing quality for the price. This dress is perfect!!!,2,neutral,2025-10-14,False
2205,171,Ankle Boot,The ankle boot is fine for the price. I've had it for a week and it's holding up.,5,positive,2025-12-22,False
5652,805,Trouser,Got this trouser for my sister and they absolutely love it. Super comfortable too.,2,neutral,2025-12-27,True
4472,1384,Sneaker,Sizing is completely off and th material is terrible. Returning this sneaker. ,1,negative,2025-11-05,True
2644,204,Pullover,This is my third purchase from ShopSmart and this pullover doesn't disappoint. The quality is outstanding. ,4,positive,2026-02-10,False
1129,1825,Dress,This is my third purchase from ShopSmart and this dress doesn't disappoint. Great attention to detail.,3,positive,2025-09-22,True
1296,571,Sandal,Been looking for a sandal like this forever. So glad I found it.,5,positive,2025-10-26,True
4692,1591,Bag,"Great bag, exactly what I was looking for. Worth every penny.",3,negative,2026-02-02,True
2227,1788,Shirt,This shirt is serviceable. It's comfortable enough. Would consider alternatives next time. Price is a bit steep but worth it.,5,positive,2025-09-24,True
672,498,Pullover,Can't believe how top-notch this pullover is for the price. Seriously impressed...,5,positive,2025-11-19,True
5928,530,T-shirt,The t-shirt does its job. Would I recommend it? Maybe.,3,neutral,2025-12-11,True
4078,158,Sandal,This sandal is cheaply made. Material started pilling right away. Expected much better from ShopSmart.,1,negative,2025-12-08,False
3828,1267,Dress,The color of this dress is completely different from what's shown. qualiy is nowhere near the pictures.,1,negative,2025-10-26,False
5395,140,Shirt,ShopSmart needs to do better. This shirt is embarrassing. The zipper broke on the first use.,3,neutral,2025-11-26,True
5791,1818,Dress,The quality is acceptable for a dress at this price point.,3,neutral,2025-10-26,True
1339,546,Trouser,This is my third purchase from ShopSmart and this trouser doesn't disappoint. Color is exactly as shown. ,5,positive,2025-11-25,True
886,337,Shirt,Pleasantly surprised by this shirt. Expected less for the price.,3,positive,2026-02-25,True
3497,1153,Coat,The coat is okay. Nothing special but it does the job. Sizing runs slightly large.  Shipping was fast though.,1,negative,2025-12-23,False
5461,1309,Coat,The coat looks good but the color is slightly off from the pictures.,4,neutral,2026-01-03,True
3616,420,T-shirt,Returned this t-shirt immediately. The zipper broke on the first use. Very unhappy.,2,negative,2025-10-07,True
4136,1951,Trouser,One of the worst online purchases I've ever made. This trouser is awful.,1,negative,2025-12-30,True
2584,95,Sneaker,Just what I needed. The sneaker is comfortable and looks sharp.  Shipping took a while though.,5,positive,2025-10-25,True
5087,151,Coat,The stitching on this coat is terrible. Material started pilling right away. Looks like a knockoff.,3,neutral,2026-02-01,True
3212,1128,Sneaker,Second time ordering from ShopSmart nad second time being disappointed with this sneaker.,2,negative,2025-12-21,True
556,1710,Dress,Bought this dress on a whim and it's become my favorite piece. The quality is outstanding.,5,positive,2025-11-13,True
2768,69,Bag,Used the bag exactly once before it started falling apart..,1,negative,2026-01-14,False
3857,1488,Sneaker,The sneaker works for what I need. Wouldn't rave about it though.,1,negative,2026-01-28,True
1559,1781,Ankle Boot,Best ankle boot I've bought in a long time.,5,positive,2026-01-26,True
4487,1470,Pullover,The pullover is neither great nor terrible. Just average.,1,negative,2025-12-22,True
52,1594,Ankle Boot,The ankle boot arrived on time and matches the description. Shipping took a while though.,5,positive,2025-11-27,True
1369,325,Sandal,"Middle of the road sandal. Some good aspects, some meh.",5,positive,2025-11-18,True
2170,1157,Shirt,"Not bad, not great. The shirt is exactly what you'd expect for this price. ",4,positive,2025-11-19,True
1630,1404,Shirt,Wore this shirt to vacation and got so many compliments. GORGEOUS! Great shirt for the price point. Worth every penny.,5,positive,2025-09-18,False
401,1346,Ankle Boot,The fit on this ankle boot is spot on. No complaints.,4,positive,2025-09-24,True
1290,1254,Trouser,Really pleased with how tihs trouser turned out. lovely.,5,positive,2025-10-19,True
2850,314,Pullover,This pullover is serviceable. I've had it for a week and it's holding up. Would consider alternatives next time.  Shipping was fast though.,3,negative,2025-09-19,False
2213,807,Pullover,"Comfortable, stylish, and well-made. This pullover checks all THE boxes.",4,positive,2026-02-18,False
1374,1598,Sandal,"Great sandal, exactly what I was looking for. The quality is outstanding.",3,positive,2026-02-11,True
190,881,Pullover,Great pullover for the price point. Super comfortable too.,5,positive,2025-10-20,False
1044,1007,Ankle Boot,"It's an average ankle boot. Material is thinner than I expected. Might keep it, might return it.",3,positive,2025-11-21,False
2453,1428,Trouser,The trouser is okay. Nothing special but it does the job. Sizing runs slightly large.,4,positive,2025-09-30,False
1796,977,Sneaker,Love this sneaker! The design is so elegant. Would definitely buy again.,5,positive,2025-12-21,True
4872,1469,Ankle Boot,I'd give this ankle boot a solid B minus. Gets the job done.,3,neutral,2025-10-12,False
4601,576,Coat,The coat is okay. Nothing special but it does th job. I've had it for a week and it's holding up.,3,neutral,2026-03-05,False
3749,1133,Trouser,Ordered this trouser for a date night and had to scramble for an alternative. Quality is nowhere near hte pictures.,2,negative,2025-10-12,True
321,1176,Bag,A+ quality. This bag feels like it should cost twice as much.,5,positive,2026-03-15,True
3043,581,Ankle Boot,The ankle boot looked nothing like the picture. Stitching was already coming undone. Very disappointed with this ankle boot. Material started pilling right away. Would not recommend.,2,negative,2025-10-28,True
4240,1940,T-shirt,This t-shirt is cheaply made. Fabric feels like sandpaper. Expected much better from ShopSmart.,1,negative,2025-11-09,True
